City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
131,Tartagal,AR,2020-08-19 18:13:16,-22.52,-63.8,59.36,38,93,8.1
132,Ballina,AU,2020-08-19 18:13:16,-28.87,153.57,61.0,76,15,3.36
133,Mantenopolis,BR,2020-08-19 18:13:16,-18.86,-41.12,81.01,50,32,9.19
134,Dustlik,UZ,2020-08-19 18:13:16,40.52,68.04,68.65,25,0,4.0
135,Liverpool,GB,2020-08-19 18:13:17,53.41,-2.98,69.8,88,75,11.41
136,Pontal Do Parana,BR,2020-08-19 18:13:17,-25.65,-48.51,57.2,87,90,8.05
137,Havoysund,NO,2020-08-19 18:13:17,71.0,24.66,57.2,71,75,16.11
138,Storforshei,NO,2020-08-19 18:13:18,66.4,14.52,54.0,81,75,3.36
139,Destin,US,2020-08-19 18:12:51,30.39,-86.5,88.0,66,1,4.7
140,Saint-Philippe,RE,2020-08-19 18:13:19,-21.36,55.77,71.01,64,90,2.24
141,Lwowek Slaski,PL,2020-08-19 18:13:20,51.11,15.59,69.01,74,26,4.76
142,Carutapera,BR,2020-08-19 18:13:20,-1.2,-46.02,86.58,59,87,12.66
143,Nadvoitsy,RU,2020-08-19 18:13:20,63.87,34.32,56.25,73,47,5.77
144,Vredendal,ZA,2020-08-19 18:13:20,-31.67,18.5,50.76,69,16,10.25
145,Shalakusha,RU,2020-08-19 18:13:20,62.22,40.25,46.45,75,8,2.35
146,Allanridge,ZA,2020-08-19 18:13:21,-27.75,26.64,44.08,52,92,4.88
147,Mamallapuram,IN,2020-08-19 18:13:21,12.63,80.17,84.2,79,75,9.17
148,Araouane,ML,2020-08-19 18:13:21,18.9,-3.53,102.33,22,9,5.03
149,Umm Lajj,SA,2020-08-19 18:13:22,25.02,37.27,88.54,57,5,6.35
150,Olafsvik,IS,2020-08-19 18:13:22,64.89,-23.71,50.76,75,57,5.77
151,Puerto Narino,CO,2020-08-19 18:13:22,-3.77,-70.38,95.0,56,40,4.7
152,Samoded,RU,2020-08-19 18:13:22,63.61,40.51,45.72,77,0,2.62
153,Parry Sound,CA,2020-08-19 18:10:45,45.35,-80.03,64.99,67,30,10.0
154,Tshikapa,CD,2020-08-19 18:13:24,-6.42,20.8,85.17,38,85,3.67
155,Kayerkan,RU,2020-08-19 18:13:24,69.35,87.76,55.4,54,0,11.18
156,Kalmunai,LK,2020-08-19 18:13:24,7.42,81.82,80.87,79,100,6.49
157,Maku,IR,2020-08-19 18:13:25,39.29,44.45,75.2,41,0,0.92
158,Maine-Soroa,NE,2020-08-19 18:13:25,13.21,12.02,93.54,29,2,3.8
159,Chilca,PE,2020-08-19 18:13:25,-12.52,-76.74,62.6,77,90,3.36
160,Ponta Do Sol,PT,2020-08-19 18:13:26,32.67,-17.1,77.0,69,75,4.7
161,Dzilam Gonzalez,MX,2020-08-19 18:13:26,21.28,-88.93,89.58,54,24,4.36
162,Antalaha,MG,2020-08-19 18:13:26,-14.9,50.28,69.19,84,22,6.85
