City_ID,City,Cloudiness,Country,Current Description,Humidity,Lat,Lng,Max Temp,Wind Speed
281,Negombo,40,LK,scattered clouds,88,7.21,79.84,80.6,4.7
282,Dubai,100,AE,overcast clouds,59,25.26,55.3,93.2,13.87
283,Carnarvon,99,AU,overcast clouds,68,-24.87,113.63,66.2,9.17
284,Biltine,100,TD,overcast clouds,64,14.53,20.92,83.43,7.85
285,Urumqi,52,CN,broken clouds,33,43.8,87.6,73.4,4.47
286,Iberia,1,US,clear sky,46,29.95,-91.75,93.2,6.93
287,Sarkikaraagac,2,TR,clear sky,50,38.08,31.37,64.54,7.67
288,Upernavik,82,GL,broken clouds,70,72.79,-56.15,44.46,10.98
289,Andenes,100,NO,overcast clouds,93,69.31,16.12,57.2,6.93
290,Kinkala,29,CG,scattered clouds,78,-4.36,14.76,73.4,4.7
291,Ciudad Bolivar,29,VE,scattered clouds,52,8.12,-63.55,89.85,3.13
292,Cockburn Town,97,TC,overcast clouds,81,21.46,-71.14,84.04,23.29
293,Korem,9,ET,moderate rain,86,12.51,39.52,59.86,4.14
294,Gedinne,100,BE,overcast clouds,82,49.98,4.94,64.0,4.7
295,Villazon,38,BO,scattered clouds,17,-22.09,-65.59,62.76,10.87
296,Codrington,32,AU,light rain,82,-38.27,141.97,46.53,16.06
297,Rio Gallegos,75,AR,shower rain,47,-51.62,-69.22,55.4,13.87
298,Bambari,100,CF,overcast clouds,93,5.77,20.68,71.04,2.44
299,Statesboro,40,US,light intensity drizzle,74,32.45,-81.78,82.4,4.7
300,Maroua,100,CM,heavy intensity rain,88,10.59,14.32,75.51,7.63
301,Wagar,100,SD,overcast clouds,52,16.15,36.2,90.21,11.81
302,Maues,0,BR,clear sky,21,-3.38,-57.72,100.24,1.01
303,Wenceslau Braz,33,BR,scattered clouds,95,-23.87,-49.8,54.0,4.0
304,Panjab,0,AF,clear sky,34,34.39,67.02,52.0,1.57
305,Kobelyaky,0,UA,clear sky,63,49.15,34.2,61.03,6.33
306,Zwedru,100,LR,moderate rain,95,6.07,-8.13,72.75,6.08
307,Brasileia,38,BR,scattered clouds,41,-11.02,-68.75,74.23,5.41
308,Ghanzi,0,BW,clear sky,54,-21.57,21.78,59.16,7.23
309,Sebring,1,US,clear sky,62,27.5,-81.44,89.6,10.29
310,Iqaluit,20,CA,few clouds,70,63.75,-68.51,48.2,8.05
311,Trinidad,75,BO,broken clouds,34,-14.83,-64.9,68.0,4.7
312,Pinega,0,RU,clear sky,86,64.7,43.39,58.73,3.58
313,Shache,0,CN,clear sky,33,38.42,77.24,67.84,3.83
314,Verkhnyaya Inta,13,RU,few clouds,93,65.98,60.31,44.08,4.18
315,Onega,95,RU,overcast clouds,76,63.91,38.14,60.21,7.31
316,Yenagoa,100,NG,overcast clouds,90,4.92,6.26,75.45,5.3
317,Praia Da Vitoria,20,PT,few clouds,73,38.73,-27.07,75.2,5.06
318,Hualmay,14,PE,few clouds,68,-11.1,-77.61,65.71,9.71
319,Banda Aceh,94,ID,overcast clouds,78,5.56,95.32,78.76,6.76
320,Teseney,100,ER,moderate rain,83,15.11,36.66,77.61,15.73
321,Kadoshkino,0,RU,clear sky,82,54.03,44.42,52.47,4.36
322,Longyearbyen,40,SJ,scattered clouds,70,78.22,15.64,42.8,8.05
323,Rokiskis,100,LT,light rain,90,55.97,25.58,65.19,12.75
324,Kiruna,92,SE,light rain,87,67.86,20.23,59.0,16.11
325,Jalu,0,LY,clear sky,49,29.03,21.55,82.22,17.05
326,Makhu,0,IN,clear sky,73,31.1,75.0,81.73,4.52
327,Sterlitamak,0,RU,clear sky,92,53.62,55.95,50.2,4.27
328,Calama,0,CL,clear sky,14,-22.47,-68.93,69.8,25.28
329,Kutum,98,SD,overcast clouds,69,14.2,24.67,75.63,2.95
330,Mazagao,20,BR,few clouds,56,-0.12,-51.29,93.2,8.05
331,Kyzyl-Suu,23,KG,few clouds,33,42.34,78.0,60.37,5.82
332,Marawi,36,PH,scattered clouds,94,8.0,124.29,75.0,5.99
333,Mangotsfield,75,GB,broken clouds,77,51.49,-2.5,61.0,17.22
334,Kula,0,TR,clear sky,64,38.55,28.65,77.0,5.99
335,Pozo Colorado,0,PY,clear sky,30,-23.49,-58.8,66.76,5.3
336,Chulym,100,RU,overcast clouds,90,55.1,80.96,53.28,7.05
337,Odweyne,91,SO,overcast clouds,52,9.41,45.06,75.58,16.71
338,Ouadda,100,CF,overcast clouds,95,8.08,22.4,69.03,3.6
339,Mananjary,0,MG,clear sky,76,-21.22,48.33,65.53,0.56
340,Mathathane,0,BW,clear sky,59,-22.27,28.75,57.52,7.99
341,Key West,20,US,few clouds,62,24.56,-81.78,93.2,14.99
342,Karaman,0,TR,clear sky,55,37.08,33.25,59.56,7.54
343,Tutoia,16,BR,light rain,83,-2.76,-42.27,79.68,12.64
344,Mogadishu,20,SO,light rain,83,2.04,45.34,76.39,16.84
345,Bhadrak,100,IN,overcast clouds,86,21.06,86.51,81.36,6.4
346,Kanniyakumari,93,IN,overcast clouds,87,8.08,77.57,79.92,14.34
347,Veraval,100,IN,overcast clouds,85,20.9,70.37,82.18,18.79
348,Laguna,20,US,haze,40,38.42,-121.42,91.0,2.93
349,Adrar,16,MR,few clouds,8,20.5,-10.07,104.59,6.55
350,Tamandare,5,BR,light rain,82,-8.76,-35.1,76.14,8.16
351,Svetlyy,75,RU,broken clouds,94,54.67,20.13,68.0,4.47
352,Minsk,25,BY,scattered clouds,100,53.9,27.57,55.4,4.47
353,Tortoli,5,IT,clear sky,100,39.93,9.66,82.4,2.24
354,Chinhoyi,75,ZW,broken clouds,63,-17.37,30.2,59.25,6.71
355,Altay,88,CN,overcast clouds,37,47.87,88.12,57.47,4.79
356,Magdeburg,93,DE,overcast clouds,57,52.17,11.67,68.0,7.14
357,Sotouboua,11,TG,light rain,94,8.57,0.98,71.85,2.04
358,Berlevag,76,NO,broken clouds,75,70.86,29.09,60.66,18.72
359,Ponnani,20,IN,mist,83,10.77,75.93,78.8,6.93
360,Kushmurun,0,KZ,clear sky,86,52.45,64.63,54.72,6.4
361,Bubaque,36,GW,scattered clouds,82,11.28,-15.83,80.64,8.7
362,Hapur,40,IN,haze,74,28.72,77.78,84.2,9.17
363,La Asuncion,64,VE,broken clouds,59,11.03,-63.86,89.6,6.93
364,Chadiza,1,ZM,clear sky,74,-14.07,32.44,58.5,8.28
365,Ambilobe,55,MG,broken clouds,67,-13.2,49.05,69.75,7.34
366,Muravlenko,70,RU,broken clouds,97,63.79,74.52,47.89,8.37
367,Ibra,98,OM,overcast clouds,66,22.69,58.53,80.8,7.67
368,Urucara,9,BR,clear sky,23,-2.54,-57.76,99.12,4.52
369,Colquechaca,1,BO,clear sky,40,-18.67,-66.02,46.85,13.71
370,Grand Baie,1,MU,clear sky,77,-20.02,57.58,69.01,3.0
371,Amapa,94,BR,overcast clouds,50,1.0,-52.0,88.66,1.36
372,Mabaruma,65,GY,light rain,75,8.2,-59.78,83.1,5.95
373,Kouroussa,97,GN,moderate rain,92,10.65,-9.88,73.94,3.8
374,Vikulovo,47,RU,scattered clouds,97,56.82,70.61,50.68,6.6
375,Ambovombe,1,MG,clear sky,79,-25.17,46.08,64.71,14.54
376,Rocha,0,UY,clear sky,61,-34.48,-54.33,57.27,4.32
377,Atar,96,MR,overcast clouds,11,20.52,-13.05,105.8,6.44
378,Kavaratti,60,IN,light rain,77,10.57,72.64,82.51,10.96
379,Mirabad,0,AF,clear sky,12,30.44,61.84,85.82,6.15
380,Hobyo,98,SO,overcast clouds,80,5.35,48.53,76.19,24.99
381,Krasnoarmeyskoye,1,RU,clear sky,82,52.72,50.03,53.4,5.03
382,Vilhena,23,BR,few clouds,39,-12.74,-60.15,82.4,3.36
383,Vredendal,0,ZA,clear sky,46,-31.67,18.5,56.93,3.0
384,Aswan,0,EG,clear sky,21,24.09,32.91,86.76,12.12
385,Songea,40,TZ,scattered clouds,87,-10.68,35.65,60.8,6.93
386,Saveh,0,IR,clear sky,17,35.02,50.36,77.25,10.45
387,Shahrud,0,IR,clear sky,52,36.42,54.98,70.83,14.38
388,Parintins,4,BR,clear sky,19,-2.63,-56.74,101.16,2.86
389,Brewster,1,US,clear sky,40,41.4,-73.62,90.0,8.05
390,Mehamn,66,NO,broken clouds,75,71.04,27.85,61.0,15.99
391,Bartica,20,GY,thunderstorm,62,6.4,-58.62,89.6,18.34
392,Verin,15,ES,few clouds,16,41.94,-7.44,66.99,1.99
393,Atasu,100,KZ,overcast clouds,65,48.68,71.64,55.22,1.61
394,Itaituba,9,BR,clear sky,19,-4.28,-55.98,100.49,3.47
395,Mbandaka,100,CD,light rain,96,0.05,18.26,71.38,3.09
396,Irbit,100,RU,overcast clouds,95,57.67,63.07,51.64,5.77
397,Awbari,0,LY,clear sky,15,26.59,12.78,84.85,10.0
398,Oranjemund,0,NA,clear sky,44,-28.55,16.43,61.77,8.79
399,Maceio,40,BR,scattered clouds,69,-9.67,-35.74,78.8,5.82
400,Impfondo,100,CG,moderate rain,95,1.64,18.07,72.75,1.23
401,Mattawa,1,US,clear sky,38,46.74,-119.9,78.01,3.0
402,Chapada Dos Guimaraes,59,BR,broken clouds,36,-15.46,-55.75,75.2,9.17
403,Buochs,75,CH,broken clouds,60,46.97,8.42,71.6,8.05
404,Saint-Pierre,0,RE,clear sky,63,-21.34,55.48,66.2,6.93
405,Enkoping,0,SE,clear sky,63,59.64,17.08,66.2,8.05
406,Havre-Saint-Pierre,1,CA,clear sky,63,50.23,-63.6,62.6,14.99
407,Bilma,57,NE,light rain,30,18.69,12.92,96.13,5.5
408,Fort-Shevchenko,100,KZ,overcast clouds,52,44.51,50.26,69.51,9.01
409,Yar-Sale,0,RU,clear sky,93,66.83,70.83,49.6,10.58
410,Samarkand,0,UZ,clear sky,50,39.65,66.96,75.2,9.17
411,Viedma,0,AR,clear sky,21,-40.81,-63.0,71.01,8.99
412,Asfi,41,MA,scattered clouds,71,32.3,-9.24,74.57,17.0
413,Hit,0,IQ,clear sky,22,33.64,42.83,87.89,11.45
414,Kharovsk,0,RU,clear sky,93,59.96,40.19,58.41,3.51
415,Tobane,3,BW,clear sky,70,-21.95,27.9,53.94,6.02
416,Nazare,0,BR,clear sky,73,-13.04,-39.01,74.17,4.21
417,Vetluzhskiy,0,RU,clear sky,84,58.39,45.47,54.79,3.4
418,Peterhead,40,GB,scattered clouds,87,57.51,-1.8,57.99,2.24
419,Marzuq,46,YE,scattered clouds,46,14.4,46.47,83.79,6.08
420,Visby,100,SE,overcast clouds,77,57.64,18.3,71.01,17.22
421,Inirida,99,CO,light rain,92,3.87,-67.92,75.85,3.02
422,Kanker,31,IN,scattered clouds,87,20.27,81.49,75.07,6.46
423,Stykkisholmur,21,IS,few clouds,68,65.08,-22.73,51.93,4.5
424,Carnot,100,CF,overcast clouds,92,4.94,15.87,70.5,1.43
425,Platanos,0,GR,clear sky,88,37.67,21.62,80.6,2.93
426,Varnamo,1,SE,clear sky,84,57.19,14.04,63.0,8.99
427,Leh,0,IN,clear sky,29,34.17,77.58,60.37,3.94
428,Quimperle,90,FR,overcast clouds,88,47.87,-3.55,63.0,12.75
429,Barra Do Corda,51,BR,broken clouds,27,-5.5,-45.25,97.2,6.69
430,Iroquois Falls,75,CA,broken clouds,44,48.77,-80.68,75.2,2.24
431,Tombouctou,38,ML,scattered clouds,10,20.0,-3.0,105.87,8.61
432,Cabrobo,25,BR,scattered clouds,29,-8.51,-39.31,89.47,16.37
433,Vieux-Habitants,100,GP,overcast clouds,70,16.06,-61.77,86.0,10.29
434,Kintampo,1,GH,clear sky,95,8.06,-1.73,72.37,2.68
435,Ugoofaaru,0,MV,clear sky,69,5.67,73.0,83.57,5.7
436,Arroio Grande,0,BR,clear sky,60,-32.24,-53.09,56.97,6.42
437,Sao Borja,0,BR,clear sky,58,-28.66,-56.0,60.64,7.74
438,Aasiaat,0,GL,clear sky,67,68.71,-52.87,43.09,6.82
439,Karwar,100,IN,moderate rain,88,14.8,74.13,78.64,7.29
440,Luau,10,AO,clear sky,26,-10.71,22.22,74.73,5.06
441,Alhama De Murcia,0,ES,clear sky,78,37.85,-1.43,82.99,5.01
442,Vilcun,0,CL,clear sky,71,-38.65,-72.23,63.0,3.36
443,Chiredzi,0,ZW,clear sky,63,-21.05,31.67,59.43,4.03
444,Ancud,40,CL,scattered clouds,87,-41.87,-73.82,55.99,16.11
445,Iralaya,75,HN,broken clouds,66,15.0,-83.23,91.4,9.93
446,Le Port,90,RE,overcast clouds,56,-20.94,55.29,71.6,17.22
447,Tarbes,90,FR,overcast clouds,68,43.25,0.17,69.8,5.82
448,Beberibe,10,BR,clear sky,65,-4.18,-38.13,82.4,14.99
449,Kuminskiy,85,RU,overcast clouds,97,58.67,66.57,49.91,5.37
450,Beyneu,100,KZ,overcast clouds,50,45.32,55.2,70.92,6.29
451,Las Palmas,0,ES,clear sky,69,28.42,-14.01,80.6,12.75
452,Ulagan,43,RU,scattered clouds,74,50.63,87.96,44.53,2.46
453,Horqueta,0,PY,clear sky,43,-23.34,-57.06,66.54,3.22
454,Brandfort,0,ZA,clear sky,52,-28.7,26.46,41.0,2.24
455,Gaoua,9,BF,clear sky,79,10.3,-3.25,75.06,1.63
456,Lima,90,PE,overcast clouds,72,-12.04,-77.03,62.6,12.75
457,Dalbandin,99,PK,overcast clouds,40,28.89,64.41,90.57,15.3
458,Okulovka,100,RU,overcast clouds,79,58.4,33.29,58.8,5.08
459,Putina,5,PE,clear sky,47,-15.47,-69.43,53.29,12.66
460,Koath,62,IN,moderate rain,81,25.32,84.27,82.13,3.6
461,Limoeiro Do Ajuru,0,BR,clear sky,53,-1.9,-49.38,90.01,2.68
462,Necochea,0,AR,clear sky,35,-38.55,-58.74,62.01,17.0
463,Westport,1,US,clear sky,58,41.14,-73.36,88.0,10.29
464,Sembe,100,CG,light rain,91,1.65,14.58,71.6,0.51
465,Port Blair,100,IN,overcast clouds,78,11.67,92.75,82.27,11.63
466,Dhola,100,IN,light rain,91,21.88,71.78,79.45,10.98
467,Oranjestad,40,AW,scattered clouds,79,12.52,-70.03,86.0,9.17
468,Cabedelo,75,BR,broken clouds,78,-6.98,-34.83,78.8,14.99
469,Srivardhan,100,IN,light rain,86,18.03,73.02,80.11,11.86
470,Barranca,37,PE,scattered clouds,72,-10.75,-77.77,64.62,9.98
471,Zhiryatino,7,RU,clear sky,78,53.22,33.73,56.95,3.22
472,Sabaudia,0,IT,clear sky,89,41.3,13.03,77.0,7.58
473,Olonets,99,RU,overcast clouds,72,60.98,32.97,61.74,8.34
474,Halmstad,6,SE,light rain,72,56.67,12.86,66.2,18.34
475,Larsnes,100,NO,moderate rain,86,62.2,5.58,57.99,17.0
476,Troitsko-Pechorsk,0,RU,clear sky,95,62.71,56.2,47.62,3.74
477,Javanrud,0,IR,clear sky,16,34.8,46.52,75.2,4.7
478,Mporokoso,41,ZM,scattered clouds,50,-9.37,30.12,66.96,11.7
479,Mpanda,66,TZ,broken clouds,51,-6.37,31.04,68.43,0.98
480,Rio Cuarto,0,AR,clear sky,11,-33.13,-64.35,69.8,26.4
481,Wana,4,PK,clear sky,65,32.3,69.57,76.96,3.65
482,Husavik,0,IS,clear sky,71,66.04,-17.34,50.0,11.41
483,Saint-Joseph,15,RE,few clouds,63,-21.37,55.62,66.2,6.93
484,Snezhnogorsk,71,RU,broken clouds,82,69.19,33.25,60.8,6.71
485,Sur,100,OM,overcast clouds,75,22.57,59.53,81.21,13.22
486,Arys,2,KZ,clear sky,32,42.43,68.8,69.8,6.71
487,Belmonte,75,BR,broken clouds,78,-15.86,-38.88,73.4,4.7
488,Kananga,28,CD,scattered clouds,64,-5.9,22.42,76.71,6.13
489,Eirunepe,2,BR,clear sky,42,-6.66,-69.87,79.56,3.15
490,Pedro Ii,68,BR,broken clouds,33,-4.42,-41.46,89.1,2.15
491,Santa Ana,20,US,few clouds,33,33.75,-117.87,96.01,10.29
492,Sol-Iletsk,0,RU,clear sky,73,51.16,54.99,56.8,9.57
493,Lundazi,11,ZM,few clouds,69,-12.29,33.18,60.84,8.28
494,Fonte Boa,0,BR,clear sky,45,-2.5,-66.27,86.34,3.2
495,Salym,7,RU,clear sky,95,60.06,71.48,48.42,5.3
496,Harrisburg,40,US,thunderstorm,36,40.27,-76.88,91.4,5.64
497,Kapuskasing,75,CA,broken clouds,50,49.42,-82.43,75.2,5.82
498,Dolores,0,AR,clear sky,54,-36.31,-57.68,58.15,9.44
499,Cuenca,75,EC,broken clouds,49,-2.88,-78.98,69.8,5.82
500,Thinadhoo,7,MV,clear sky,74,0.53,72.93,83.35,7.07
501,Saint-Leu,1,RE,clear sky,63,-21.15,55.28,66.2,6.93
502,Camana,62,PE,broken clouds,72,-16.62,-72.71,62.94,6.31
503,Stepnoye,42,RU,scattered clouds,48,51.4,46.87,64.0,4.0
504,Jijiga,95,ET,overcast clouds,69,9.35,42.8,66.34,16.4
505,Bouna,5,CI,clear sky,88,9.27,-3.0,73.8,3.83
506,Dzerzhinsk,0,RU,clear sky,100,56.24,43.46,61.0,1.45
507,Two Rivers,1,US,clear sky,69,44.15,-87.57,77.0,13.87
508,Bonthe,100,SL,moderate rain,93,7.53,-12.51,75.74,6.53
509,Cherepovets,100,RU,fog,100,59.13,37.9,57.2,5.61
510,Igurubi,100,TZ,overcast clouds,38,-4.0,33.7,77.25,10.78
511,La Seyne-Sur-Mer,0,FR,clear sky,45,43.1,5.88,84.0,5.99
512,Mala,41,PE,scattered clouds,67,-12.66,-76.63,65.7,7.38
513,Kikwit,100,CD,overcast clouds,69,-5.04,18.82,79.45,0.13
514,Corn Island,0,NI,clear sky,76,12.17,-83.04,81.27,5.26
515,Yashkul,65,RU,broken clouds,26,46.17,45.34,72.14,8.19
516,Ferkessedougou,52,CI,light rain,90,9.6,-5.2,74.14,3.62
517,Williamsburg,1,US,clear sky,70,37.27,-76.71,84.2,4.7
518,Myrtle Beach,20,US,few clouds,78,33.69,-78.89,82.99,9.17
519,Qaqortoq,20,GL,few clouds,62,60.72,-46.03,53.6,8.05
520,Tabuk,99,PH,overcast clouds,87,17.42,121.44,74.01,2.1
521,Henties Bay,0,NA,clear sky,20,-22.12,14.28,72.0,6.89
522,Ndola,20,ZM,few clouds,62,-12.96,28.64,60.64,8.97
523,Yenotayevka,44,RU,scattered clouds,57,47.25,47.03,73.99,9.48
524,Jaca,55,ES,broken clouds,62,42.57,-0.55,75.99,6.2
525,Erzincan,75,TR,broken clouds,72,39.75,39.5,59.0,13.87
526,Shawville,0,CA,clear sky,67,45.6,-76.48,82.0,0.92
527,Gueret,20,FR,few clouds,68,46.17,1.87,66.99,6.93
528,Sept-Iles,40,CA,scattered clouds,55,50.2,-66.38,62.6,13.87
529,Tres Arroyos,0,AR,clear sky,43,-38.37,-60.28,58.91,14.03
530,Caravelas,100,BR,overcast clouds,74,-17.71,-39.25,71.42,12.01
531,Casablanca,0,MA,clear sky,78,33.59,-7.62,77.0,9.17
532,Kouango,100,CF,overcast clouds,96,4.99,19.96,71.64,2.08
533,Tashla,31,RU,scattered clouds,79,51.77,52.74,55.17,8.43
534,Melo,0,UY,clear sky,61,-32.37,-54.18,57.78,3.47
535,Vienna,75,AT,shower rain,94,48.21,16.37,70.0,16.11
536,Gazanjyk,98,TM,overcast clouds,61,39.24,55.52,78.22,17.09
537,Naryan-Mar,47,RU,scattered clouds,87,67.67,53.09,49.26,4.47
538,Abu Samrah,0,SY,clear sky,67,35.3,37.18,73.42,7.52
539,Muriti,20,TZ,few clouds,78,-1.98,32.92,71.6,4.14
540,Aconibe,100,GQ,overcast clouds,96,1.3,10.94,69.84,3.62
541,Fasa,11,IR,few clouds,28,28.94,53.65,82.4,0.94
542,Ndioum,99,SN,overcast clouds,47,16.51,-14.65,96.8,2.24
543,Bangassou,100,CF,light rain,96,4.74,22.82,71.35,2.66
544,Quelimane,76,MZ,broken clouds,73,-17.88,36.89,71.6,3.36
545,Suzun,100,RU,overcast clouds,73,53.78,82.31,55.99,3.27
546,Aguia Branca,98,BR,overcast clouds,66,-18.98,-40.74,69.26,5.79
547,Bumba,100,CD,light rain,93,2.18,22.47,72.79,4.61
548,Umm Kaddadah,20,SD,light rain,48,13.6,26.69,88.16,16.35
549,Manaquiri,20,BR,few clouds,58,-3.32,-60.35,84.2,3.36
550,San Juan,0,AR,clear sky,19,-31.54,-68.54,69.12,5.66
551,Vallenar,0,CL,clear sky,21,-28.57,-70.76,73.18,12.59
552,Bolobo,100,CD,overcast clouds,87,-2.17,16.23,74.1,2.08
553,Semnan,0,IR,clear sky,10,35.57,53.4,91.4,11.5
554,Korisos,0,GR,clear sky,56,40.5,21.38,71.6,4.7
555,San Luis,0,AR,clear sky,21,-33.3,-66.34,67.46,15.7
556,Coquimbo,90,CL,overcast clouds,81,-29.95,-71.34,51.8,8.05
557,Darnah,0,LY,clear sky,73,32.77,22.64,79.07,21.03
558,Suraabad,40,AZ,light intensity shower rain,88,40.82,49.47,68.0,28.86
559,Zyryanskoye,75,RU,broken clouds,95,56.83,86.63,50.94,6.87
560,Santa Cruz,75,BO,broken clouds,37,-17.8,-63.17,68.0,8.05
561,Lugovoy,0,KZ,clear sky,27,42.95,72.76,67.82,1.41
562,Dwarka,100,IN,overcast clouds,88,22.24,68.97,82.92,17.0
563,Barceloneta,100,PR,very heavy rain,97,18.45,-66.54,77.0,13.0
564,Talnakh,32,RU,scattered clouds,67,69.49,88.4,57.2,13.42
565,Vagay,47,RU,scattered clouds,96,57.94,69.02,49.77,4.32
566,Pangnirtung,20,CA,few clouds,76,66.15,-65.71,50.0,9.17
567,Pinheiro,0,BR,clear sky,80,-2.52,-45.08,82.54,3.42
568,Alta Floresta,0,BR,clear sky,16,-9.88,-56.09,98.44,2.13
569,Bloemhof,0,ZA,clear sky,50,-27.65,25.61,48.38,5.82
570,Dasoguz,64,TM,broken clouds,25,41.84,59.97,84.2,11.41
571,Mount Darwin,3,ZW,clear sky,73,-16.77,31.58,56.5,7.58
572,Koygorodok,0,RU,clear sky,89,60.45,51.0,51.49,2.26
573,Gombe,100,NG,overcast clouds,83,10.29,11.17,75.74,5.46
574,Roncade,0,IT,light rain,69,45.63,12.37,80.01,2.24
575,Sao Bernardo,67,BR,broken clouds,53,-3.36,-42.42,87.6,4.97
576,Teya,100,RU,overcast clouds,91,60.38,92.63,52.05,2.71
577,Barra Bonita,75,BR,broken clouds,67,-22.49,-48.56,62.6,12.75
578,Cuamba,61,MZ,broken clouds,73,-14.8,36.54,65.07,7.96
579,Babino,0,RU,clear sky,100,56.23,43.62,61.0,1.7
580,Najran,6,SA,clear sky,22,17.49,44.13,91.4,4.7
581,Ponta Delgada,20,PT,few clouds,83,37.73,-25.67,75.2,4.7
582,Paris,100,FR,light rain,56,48.85,2.35,71.6,8.05
583,San Ramon De La Nueva Oran,100,AR,overcast clouds,22,-23.13,-64.33,73.0,1.01
584,Sao Felix Do Xingu,9,BR,clear sky,19,-6.64,-51.99,97.93,4.99
585,Sao Joao Da Barra,90,BR,moderate rain,93,-21.64,-41.05,64.4,11.41
586,Kargasok,75,RU,broken clouds,96,59.06,80.86,51.84,6.4
587,Hwange,56,ZW,broken clouds,60,-18.37,26.5,64.92,6.51
588,Santa Fe,0,AR,clear sky,18,-31.63,-60.7,66.99,11.01
589,Bria,100,CF,overcast clouds,96,6.54,21.99,71.13,2.98
590,Bosaso,44,SO,scattered clouds,42,11.28,49.18,92.12,12.41
591,Marienburg,87,PL,overcast clouds,100,54.04,19.03,68.0,12.93
592,Leticia,75,CO,broken clouds,72,-4.22,-69.94,68.0,8.05
593,Aksay,85,RU,overcast clouds,42,47.26,39.87,66.2,8.95
594,Maniitsoq,45,GL,scattered clouds,80,65.42,-52.9,49.71,11.36
595,General Pico,0,AR,clear sky,27,-35.66,-63.76,65.44,16.82
596,Challapata,9,BO,clear sky,28,-18.9,-66.77,54.84,10.83
